Alpha,Trial,Steps,Pings
0.65,97,101,0
0.65,98,55,2
0.65,99,55,0
0.65,100,101,0
0.7,1,94,1
0.7,2,79,1
0.7,3,34,3
0.7,4,101,1
0.7,5,47,0
0.7,6,101,0
0.7,7,101,0
0.7,8,24,3
0.7,9,93,3
0.7,10,93,1
0.7,11,101,0
0.7,12,32,4
0.7,13,101,0
0.7,14,53,3
0.7,15,101,0
0.7,16,79,1
0.7,17,101,0
0.7,18,101,0
0.7,19,36,3
0.7,20,24,0
0.7,21,101,1
0.7,22,101,0
0.7,23,32,2
0.7,24,101,0
0.7,25,101,0
0.7,26,41,2
0.7,27,101,0
0.7,28,5,1
0.7,29,101,0
0.7,30,67,2
0.7,31,54,1
0.7,32,101,0
0.7,33,101,0
0.7,34,101,0
0.7,35,101,0
0.7,36,19,1
0.7,37,101,0
0.7,38,34,2
0.7,39,13,4
0.7,40,101,0
0.7,41,101,0
0.7,42,101,0
0.7,43,44,1
0.7,44,101,0
0.7,45,19,2
0.7,46,34,4
0.7,47,101,0
0.7,48,24,3
0.7,49,45,3
0.7,50,101,0
0.7,51,98,0
0.7,52,101,0
0.7,53,79,2
0.7,54,35,0
0.7,55,101,0
0.7,56,99,9
0.7,57,24,5
0.7,58,101,0
0.7,59,101,0
0.7,60,24,6
0.7,61,101,0
0.7,62,101,0
0.7,63,101,0
0.7,64,18,3
0.7,65,101,0
0.7,66,14,1
0.7,67,87,0
0.7,68,101,0
0.7,69,48,0
0.7,70,101,0
0.7,71,32,1
0.7,72,93,8
0.7,73,16,2
0.7,74,100,1
0.7,75,101,0
0.7,76,101,0
0.7,77,101,0
0.7,78,101,0
0.7,79,101,1
0.7,80,37,1
0.7,81,78,4
0.7,82,76,3
0.7,83,101,0
0.7,84,19,2
0.7,85,28,2
0.7,86,101,0
0.7,87,18,1
0.7,88,101,0
0.7,89,101,0
0.7,90,101,0
0.7,91,101,0
0.7,92,101,0
0.7,93,17,2
0.7,94,42,4
0.7,95,52,3
0.7,96,96,0
0.7,97,64,3
0.7,98,79,2
0.7,99,76,1
0.7,100,96,2
0.75,1,29,0
0.75,2,101,0
0.75,3,101,0
0.75,4,56,2
0.75,5,36,3
0.75,6,101,0
0.75,7,101,0
0.75,8,101,0
0.75,9,25,4
0.75,10,38,3
0.75,11,101,0
0.75,12,101,0
0.75,13,101,0
0.75,14,27,1
0.75,15,58,2
0.75,16,101,0
0.75,17,101,0
0.75,18,55,0
0.75,19,95,3
0.75,20,101,0
0.75,21,39,1
0.75,22,101,0
0.75,23,101,0
0.75,24,101,0
0.75,25,75,0
0.75,26,101,0
0.75,27,101,1
0.75,28,11,1
0.75,29,101,0
0.75,30,6,1
0.75,31,101,0
0.75,32,101,0
0.75,33,101,0
0.75,34,83,1
0.75,35,3,0
0.75,36,5,0
0.75,37,101,0
0.75,38,101,0
0.75,39,101,0
0.75,40,101,0
0.75,41,24,3
0.75,42,45,3
0.75,43,101,0
0.75,44,101,0
0.75,45,65,1
0.75,46,44,1
0.75,47,26,0
0.75,48,101,0
0.75,49,43,1
0.75,50,101,0
0.75,51,39,3
0.75,52,101,0
0.75,53,94,2
0.75,54,16,3
0.75,55,101,0
0.75,56,101,0
0.75,57,17,8
0.75,58,101,0
0.75,59,101,0
0.75,60,27,1
0.75,61,101,0
0.75,62,101,0
0.75,63,101,0
0.75,64,33,1
0.75,65,101,0
0.75,66,101,0
0.75,67,29,2
0.75,68,101,0
0.75,69,101,0
0.75,70,9,1
0.75,71,57,3
0.75,72,101,0
0.75,73,6,0
0.75,74,101,0
0.75,75,101,11
0.75,76,93,2
0.75,77,101,0
0.75,78,101,0
0.75,79,92,1
0.75,80,101,0
0.75,81,101,0
0.75,82,101,0
0.75,83,101,0
0.75,84,67,2
0.75,85,101,0
0.75,86,101,0
0.75,87,40,0
0.75,88,42,1
0.75,89,57,2
0.75,90,101,0
0.75,91,25,7
0.75,92,65,1
0.75,93,101,0
0.75,94,101,0
0.75,95,101,0
0.75,96,17,0
0.75,97,47,0
0.75,98,40,0
0.75,99,101,0
0.75,100,101,0
0.8,1,101,1
0.8,2,101,0
0.8,3,60,2
0.8,4,27,3
0.8,5,101,0
0.8,6,62,1
0.8,7,101,0
0.8,8,18,0
0.8,9,101,0
0.8,10,101,0
0.8,11,101,0
0.8,12,71,3
0.8,13,101,0
0.8,14,101,0
0.8,15,60,0
0.8,16,99,1
0.8,17,15,3
0.8,18,64,0
0.8,19,101,1
0.8,20,65,2
0.8,21,101,0
0.8,22,101,0
0.8,23,9,2
0.8,24,100,2
0.8,25,101,0
0.8,26,101,0
0.8,27,10,1
0.8,28,101,0
0.8,29,101,0
0.8,30,101,0
0.8,31,98,3
0.8,32,88,0
0.8,33,101,0
0.8,34,33,1
0.8,35,101,0
0.8,36,72,1
0.8,37,48,3
0.8,38,101,0
0.8,39,97,1
0.8,40,94,1
0.8,41,101,0
0.8,42,101,0
0.8,43,85,3
0.8,44,101,0
0.8,45,101,0
0.8,46,3,0
0.8,47,101,0
0.8,48,101,0
0.8,49,101,0
0.8,50,68,1
0.8,51,101,0
0.8,52,101,0
0.8,53,23,2
0.8,54,82,0
0.8,55,96,1
0.8,56,101,0
0.8,57,96,1
0.8,58,96,0
0.8,59,41,1
0.8,60,23,0
0.8,61,101,0
0.8,62,49,0
0.8,63,28,2
0.8,64,101,0
0.8,65,101,0
0.8,66,43,1
0.8,67,61,2
0.8,68,96,1
0.8,69,95,2
0.8,70,101,1
0.8,71,73,0
0.8,72,101,0
0.8,73,98,3
0.8,74,101,0
0.8,75,101,0
0.8,76,100,1
0.8,77,101,0
0.8,78,79,2
0.8,79,56,0
0.8,80,101,0
0.8,81,101,0
0.8,82,61,2
0.8,83,99,0
0.8,84,63,1
0.8,85,6,3
0.8,86,41,1
0.8,87,101,0
0.8,88,80,1
0.8,89,72,0
0.8,90,79,0
0.8,91,38,1
0.8,92,101,0
0.8,93,99,1
0.8,94,101,0
0.8,95,92,1
0.8,96,54,0
0.8,97,101,0
0.8,98,101,0
0.8,99,3,1
0.8,100,97,0
0.85,1,57,0
0.85,2,74,3
0.85,3,101,0
0.85,4,52,2
0.85,5,101,0
0.85,6,101,0
0.85,7,101,0
0.85,8,101,0
0.85,9,101,0
0.85,10,101,0
0.85,11,101,0
0.85,12,88,2
0.85,13,101,0
0.85,14,101,0
0.85,15,14,2
0.85,16,101,0
0.85,17,55,0
0.85,18,101,0
0.85,19,67,1
0.85,20,101,0
0.85,21,59,0
0.85,22,101,0
0.85,23,101,0
0.85,24,10,0
0.85,25,101,0
0.85,26,101,0
0.85,27,67,2
0.85,28,32,1
0.85,29,46,2
0.85,30,101,0
0.85,31,70,5
0.85,32,14,2
0.85,33,101,2
0.85,34,73,1
0.85,35,101,0
0.85,36,101,0
0.85,37,83,1
0.85,38,101,0
0.85,39,101,0
0.85,40,21,3
0.85,41,101,0
0.85,42,101,0
0.85,43,101,0
0.85,44,47,0
0.85,45,101,0
0.85,46,42,4
0.85,47,93,1
0.85,48,101,0
0.85,49,101,0
0.85,50,101,0
0.85,51,26,2
0.85,52,101,0
0.85,53,18,1
0.85,54,101,0
0.85,55,41,2
0.85,56,101,0
0.85,57,83,1
0.85,58,101,0
0.85,59,101,0
0.85,60,101,0
0.85,61,68,1
0.85,62,70,0
0.85,63,101,0
0.85,64,49,0
0.85,65,5,0
0.85,66,72,1
0.85,67,101,0
0.85,68,101,0
0.85,69,101,0
0.85,70,36,0
0.85,71,67,1
0.85,72,101,0
0.85,73,101,0
0.85,74,94,3
0.85,75,101,0
0.85,76,101,0
0.85,77,8,2
0.85,78,48,0
0.85,79,64,1
0.85,80,98,0
0.85,81,45,0
0.85,82,101,0
0.85,83,101,0
0.85,84,19,1
0.85,85,84,0
0.85,86,101,0
0.85,87,101,0
0.85,88,95,1
0.85,89,59,1
0.85,90,101,0
0.85,91,101,0
0.85,92,1,1
0.85,93,33,0
0.85,94,101,0
0.85,95,52,0
0.85,96,101,0
0.85,97,79,2
0.85,98,101,0
0.85,99,95,0
0.85,100,92,2
0.9,1,36,2
0.9,2,41,2
0.9,3,18,0
0.9,4,86,0
0.9,5,101,0
0.9,6,62,0
0.9,7,101,0
0.9,8,90,2
0.9,9,59,1
0.9,10,38,0
0.9,11,101,0
0.9,12,98,2
0.9,13,101,0
0.9,14,101,0
0.9,15,101,0
0.9,16,101,0
0.9,17,83,0
0.9,18,101,0
0.9,19,101,0
0.9,20,101,0
0.9,21,83,1
0.9,22,101,0
0.9,23,101,0
0.9,24,101,0
0.9,25,101,0
0.9,26,101,0
0.9,27,101,0
0.9,28,66,2
0.9,29,101,0
0.9,30,77,0
0.9,31,54,1
0.9,32,6,0
0.9,33,17,2
0.9,34,101,3
0.9,35,9,1
0.9,36,101,0
0.9,37,101,0
0.9,38,101,0
0.9,39,13,0
0.9,40,101,0
0.9,41,101,0
0.9,42,95,0
0.9,43,83,0
0.9,44,101,0
0.9,45,26,5
0.9,46,101,0
0.9,47,101,0
0.9,48,101,0
0.9,49,101,0
0.9,50,101,0
0.9,51,101,0
0.9,52,36,1
0.9,53,28,2
0.9,54,83,1
0.9,55,101,0
0.9,56,101,0
0.9,57,101,0
0.9,58,29,2
0.9,59,101,0
0.9,60,47,0
0.9,61,101,0
0.9,62,101,0
0.9,63,5,0
0.9,64,81,1
0.9,65,101,0
0.9,66,101,0
0.9,67,90,1
0.9,68,52,2
0.9,69,12,1
0.9,70,30,1
0.9,71,101,0
0.9,72,101,1
0.9,73,101,0
0.9,74,101,0
0.9,75,101,0
0.9,76,101,0
0.9,77,101,0
0.9,78,32,2
0.9,79,82,3
0.9,80,65,2
0.9,81,101,0
0.9,82,101,0
0.9,83,101,0
0.9,84,101,1
0.9,85,101,0
0.9,86,8,0
0.9,87,93,1
0.9,88,52,0
0.9,89,101,0
0.9,90,101,0
0.9,91,101,0
0.9,92,101,0
0.9,93,101,0
0.9,94,101,0
0.9,95,101,0
0.9,96,37,2
0.9,97,101,0
0.9,98,14,1
0.9,99,101,0
0.9,100,101,0
0.95,1,95,2
0.95,2,87,0
0.95,3,88,2
0.95,4,101,0
0.95,5,101,0
0.95,6,86,0
0.95,7,101,0
0.95,8,14,3
0.95,9,101,0
0.95,10,101,0
0.95,11,101,0
0.95,12,101,0
0.95,13,42,1
0.95,14,45,1
0.95,15,40,2
0.95,16,101,0
0.95,17,101,0
0.95,18,7,0
0.95,19,101,0
0.95,20,101,3
0.95,21,101,0
0.95,22,84,0
0.95,23,55,0
0.95,24,101,0
0.95,25,74,0
0.95,26,101,0
0.95,27,101,0
0.95,28,101,0
0.95,29,101,0
0.95,30,50,0
0.95,31,101,0
0.95,32,101,0
0.95,33,7,1
0.95,34,101,0
0.95,35,91,4
0.95,36,100,0
0.95,37,101,0
0.95,38,79,1
0.95,39,73,0
0.95,40,69,0
0.95,41,101,0
0.95,42,71,0
0.95,43,44,1
0.95,44,101,0
0.95,45,57,3
0.95,46,44,2
0.95,47,52,3
0.95,48,51,6
0.95,49,101,0
0.95,50,36,2
0.95,51,101,0
0.95,52,19,1
0.95,53,101,0
0.95,54,101,0
0.95,55,101,0
0.95,56,41,2
0.95,57,38,0
0.95,58,101,0
0.95,59,101,0
0.95,60,101,0
0.95,61,67,0
0.95,62,29,1
0.95,63,101,0
0.95,64,61,0
0.95,65,101,0
0.95,66,95,1
0.95,67,101,0
0.95,68,101,0
0.95,69,101,0
0.95,70,101,2
0.95,71,38,2
0.95,72,101,0
0.95,73,101,0
0.95,74,91,1
0.95,75,101,1
0.95,76,6,2
0.95,77,101,1
0.95,78,101,0
0.95,79,101,0
0.95,80,101,0
0.95,81,101,0
0.95,82,101,0
0.95,83,48,0
0.95,84,101,0
0.95,85,101,0
0.95,86,101,0
0.95,87,101,1
0.95,88,54,1
0.95,89,44,0
0.95,90,101,0
0.95,91,101,0
0.95,92,53,0
0.95,93,101,0
0.95,94,101,0
0.95,95,101,0
0.95,96,73,2
0.95,97,101,0
0.95,98,101,0
0.95,99,70,1
0.95,100,101,0
1.0,1,101,0
1.0,2,101,0
1.0,3,101,0
1.0,4,7,1
1.0,5,36,1
1.0,6,101,0
1.0,7,101,0
1.0,8,101,0
1.0,9,1,1
1.0,10,101,0
1.0,11,101,0
1.0,12,101,0
1.0,13,101,0
1.0,14,101,0
1.0,15,57,2
1.0,16,24,2
1.0,17,101,0
1.0,18,101,0
1.0,19,81,0
1.0,20,101,0
1.0,21,101,0
1.0,22,16,0
1.0,23,101,0
1.0,24,101,0
1.0,25,101,0
1.0,26,68,2
1.0,27,101,0
1.0,28,101,0
1.0,29,101,0
1.0,30,101,0
1.0,31,101,0
1.0,32,101,0
1.0,33,101,0
1.0,34,101,0
1.0,35,101,0
1.0,36,101,0
1.0,37,75,0
1.0,38,101,0
1.0,39,8,2
1.0,40,101,0
1.0,41,101,0
1.0,42,96,1
1.0,43,101,0
1.0,44,101,0
1.0,45,101,0
1.0,46,101,0
1.0,47,101,0
1.0,48,101,0
1.0,49,45,2
1.0,50,101,0
1.0,51,101,0
1.0,52,101,0
1.0,53,101,0
1.0,54,101,0
1.0,55,101,0
1.0,56,94,0
1.0,57,101,0
1.0,58,101,0
1.0,59,101,0
1.0,60,65,5
1.0,61,101,0
1.0,62,43,1
1.0,63,101,0
1.0,64,101,0
1.0,65,101,0
1.0,66,84,1
1.0,67,84,1
1.0,68,101,0
1.0,69,101,0
1.0,70,73,1
1.0,71,101,0
1.0,72,65,0
1.0,73,101,0
1.0,74,101,0
1.0,75,101,0
1.0,76,101,0
1.0,77,53,4
1.0,78,101,0
1.0,79,12,0
1.0,80,101,0
1.0,81,101,0
1.0,82,101,1
1.0,83,14,0
1.0,84,101,0
1.0,85,64,0
1.0,86,101,0
1.0,87,101,1
1.0,88,71,1
1.0,89,101,0
1.0,90,71,1
1.0,91,33,1
1.0,92,101,0
1.0,93,95,0
1.0,94,101,0
1.0,95,25,1
1.0,96,81,3
1.0,97,101,0
1.0,98,101,0
1.0,99,56,2
1.0,100,58,0
